time,range_raw,copol_raw,time,range_raw,crosspol_raw,time,weather_inside_temperature,time,weather_outside_temperature,time,weather_inside_humidity,time,weather_outside_humidity,time,weather_wind_speed,time,weather_wind_direction,time,weather_barometric_pressure,time,weather_dew_point,time,weather_rain_rate,time,elevation_angle,time,azimuth_angle,time,copol_background,time,crosspol_background,time,telescope_temperature,time,detector_temperature,time,laser_temperature,time,date_yyyyMMdd,time,time_hhmmss,time,year,time,month,time,day,time,hour,time,minute,time,second,time,aod_age_secs,time,latitude,time,longitude,time,altitude,time,laser_energy,time,syncpulse,time,range_raw,copol_snr,time,range_raw,crosspol_snr,time,aeronet_aod,time,sda_aod_totals,time,sda_aod_fines,time,sda_aod_coarses,time,sda_ae_totals,time,sda_ae_fines,time,sda_dae_totals,time,sda_dae_fines,time,range_nrb,copol_nrb,time,range_nrb,crosspol_nrb,time,range_radiometer,radiometer_temperature,time,range_radiometer,radiometer_vaporDensity,time,range_radiometer,radiometer_liquid,time,range_radiometer,radiometer_relativeHumidity,time,number_of_clouds,number_of_cloud_outlines,clouds,time,number_of_clouds,pbls,time,range_vbp,extinction_coefficient,time,range_vbp,mass_concentration,time,range_vbp,VBP,time,range_nrb,depolarization_ratio,time,range_nrb,particle_type,time,number_of_particle_type,particle_type_mapping,time,lidar_ratio,time,aod
128.32292,0.029979246,27.915112,128.32292,0.029979246,18.740057,128.32292,35.81481,128.32292,35.543213,128.32292,22.0,128.32292,55.0,128.32292,5.1856637,128.32292,274.55554,128.32292,967.2273,128.32292,25.11269,128.32292,0.0,128.32292,0.0,128.32292,0.0,128.32292,1.1681389,128.32292,1.1844628,128.32292,30.769999,128.32292,31.668888,128.32292,31.299997,128.32292,20240507,128.32292,074500,128.32292,2024.0,128.32292,5.0,128.32292,7.0,128.32292,7.0,128.32292,45.0,128.32292,0.0,128.32292,-1.0,128.32292,-999.0,128.32292,-999.0,128.32292,-999.0,128.32292,4.3313336,128.32292,2499.0,128.32292,0.029979246,2208.5874,128.32292,0.029979246,1448.9697,128.32292,,128.32292,,128.32292,,128.32292,,128.32292,,128.32292,,128.32292,,128.32292,,128.32292,0.11991698,0.413537,128.32292,0.11991698,0.027160324,,,,,,,,,,,,,128.32292,0.0,0.0,,128.32292,0.0,1.5289415,128.32292,0.11991698,0.25377148,128.32292,0.11991698,28.616594,128.32292,0.11991698,0.008459049,128.32292,0.11991698,0.061620943,128.32292,0.11991698,6.0,128.32292,0.0,WaterCloud,128.32292,30.0,128.32292,
128.32292,0.05995849,18.819874,128.32292,0.05995849,2.952462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.32292,0.05995849,1457.3505,128.32292,0.05995849,145.80695,,,,,,,,,,,,,,,,,128.32292,0.14989623,0.40471587,128.32292,0.14989623,0.026013788,,,,,,,,,,,,,128.32292,0.0,1.0,,128.32292,1.0,,128.32292,0.14989623,0.25307333,128.32292,0.14989623,28.613525,128.32292,0.14989623,0.008435777,128.32292,0.14989623,0.060391888,128.32292,0.14989623,6.0,128.32292,1.0,MixedCloud,,,,
128.32292,0.08993774,17.635965,128.32292,0.08993774,2.5153055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.32292,0.08993774,1360.1216,128.32292,0.08993774,109.7592,,,,,,,,,,,,,,,,,128.32292,0.17987548,0.3973978,128.32292,0.17987548,0.02485804,,,,,,,,,,,,,128.32292,0.0,2.0,,128.32292,2.0,,128.32292,0.17987548,0.2535497,128.32292,0.17987548,28.615622,128.32292,0.17987548,0.008451656,128.32292,0.17987548,0.058866944,128.32292,0.17987548,6.0,128.32292,2.0,Ice/dust/ash,,,,
128.32292,0.11991698,16.721016,128.32292,0.11991698,2.3190541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.32292,0.11991698,1284.6406,128.32292,0.11991698,93.63716,,,,,,,,,,,,,,,,,128.32292,0.20985472,0.39066932,128.32292,0.20985472,0.024035051,,,,,,,,,,,,,128.32292,1.0,0.0,,128.32292,3.0,,128.32292,0.20985472,0.2546684,128.32292,0.20985472,28.62054,128.32292,0.20985472,0.0084889475,128.32292,0.20985472,0.057956908,128.32292,0.20985472,6.0,128.32292,3.0,Rain/Dust,,,,
128.32292,0.14989623,15.809104,128.32292,0.14989623,2.1899598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.32292,0.14989623,1209.1897,128.32292,0.14989623,83.01362,,,,,,,,,,,,,,,,,128.32292,0.23983397,0.38519004,128.32292,0.23983397,0.022607202,,,,,,,,,,,,,128.32292,1.0,1.0,,128.32292,4.0,,128.32292,0.23983397,0.25641185,128.32292,0.23983397,28.628212,128.32292,0.23983397,0.008547061,128.32292,0.23983397,0.055434678,128.32292,0.23983397,6.0,128.32292,4.0,Molecular,,,,
128.32292,0.17987548,14.972661,128.32292,0.17987548,2.0863452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.32292,0.17987548,1139.9685,128.32292,0.17987548,74.474365,,,,,,,,,,,,,,,,,128.32292,0.2698132,0.38449723,128.32292,0.2698132,0.022128344,,,,,,,,,,,,,128.32292,1.0,2.0,,128.32292,5.0,,128.32292,0.2698132,0.26261705,128.32292,0.2698132,28.655518,128.32292,0.2698132,0.008753901,128.32292,0.2698132,0.054411694,128.32292,0.2698132,6.0,128.32292,5.0,CleanAerosol,,,,
128.32292,0.20985472,14.146334,128.32292,0.20985472,2.0076156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.32292,0.20985472,1071.8735,128.32292,0.20985472,67.9666,,,,,,,,,,,,,,,,,128.32292,0.29979247,0.38656387,128.32292,0.29979247,0.021539126,,,,,,,,,,,,,128.32292,2.0,0.0,,128.32292,6.0,,128.32292,0.29979247,0.2705469,128.32292,0.29979247,28.690407,128.32292,0.29979247,0.009018231,128.32292,0.29979247,0.052777655,128.32292,0.29979247,6.0,128.32292,6.0,PollutedAerosol,,,,
128.32292,0.23983397,13.35749,128.32292,0.23983397,1.9167633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.32292,0.23983397,1006.8482,128.32292,0.23983397,60.47311,,,,,,,,,,,,,,,,,128.32292,0.3297717,0.3911807,128.32292,0.3297717,0.021183087,,,,,,,,,,,,,128.32292,2.0,1.0,,128.32292,7.0,,128.32292,0.3297717,0.2815216,128.32292,0.3297717,28.738695,128.32292,0.3297717,0.009384053,128.32292,0.3297717,0.051369973,128.32292,0.3297717,6.0,128.32292,7.0,Undetected,,,,
128.32292,0.2698132,12.52832,128.32292,0.2698132,1.8503941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.32292,0.2698132,938.08606,128.32292,0.2698132,55.021267,,,,,,,,,,,,,,,,,128.32292,0.35975096,0.4002966,128.32292,0.35975096,0.021425972,,,,,,,,,,,,,128.32292,2.0,2.0,,128.32292,8.0,,128.32292,0.35975096,0.29700506,128.32292,0.35975096,28.80682,128.32292,0.35975096,0.0099001685,128.32292,0.35975096,0.050803527,128.32292,0.35975096,6.0,,,,,,,
128.32292,0.29979247,11.779949,128.32292,0.29979247,1.7851257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.32292,0.29979247,876.4783,128.32292,0.29979247,49.55015,,,,,,,,,,,,,,,,,128.32292,0.3897302,0.40934244,128.32292,0.3897302,0.021295527,,,,,,,,,,,,,128.32292,3.0,0.0,,128.32292,9.0,,128.32292,0.3897302,0.3135603,128.32292,0.3897302,28.879665,128.32292,0.3897302,0.010452009,128.32292,0.3897302,0.04944749,128.32292,0.3897302,5.0,,,,,,,
